succodigo;turno;caja;venta;comprobante;vtaoperacion;clinombre;vtaestado;vtafecha;franja_turno;dia_venta;usulogin;condvtapos;delivery;articulo;descrip;descrip_alex;precio;cant;total;venta1;sucursal;desde;hasta;sucdescrip;desdeturno;hastaturno;desdecomanda;hastacomanda;filtrosobreventa;cliente
Pilar III;1;1;86;;VF;Consumidor Final;Normal;4/12/2020 21:34;3;4;Admin;EF;No;33;Almendrado x 1;Almendrado;50;6;300;86;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;86;;VF;Consumidor Final;Normal;4/12/2020 21:34;3;4;Admin;EF;No;446;Palito Pico Dulce;Palitos;170;1;170;86;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;86;;VF;Consumidor Final;Normal;4/12/2020 21:34;3;4;Admin;EF;No;4;Gigante 3b;Mini postres;130;2;260;86;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;86;;VF;Consumidor Final;Normal;4/12/2020 21:34;3;4;Admin;EF;No;293;B Vainilla Sp Caja;Bon Bon;350;6;2100;86;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;86;;VF;Consumidor Final;Normal;4/12/2020 21:34;3;4;Admin;EF;No;294;B. Vainilla Sp x 1;Bon Bon;50;4;200;86;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;86;;VF;Consumidor Final;Normal;4/12/2020 21:34;3;4;Admin;EF;No;325;Tacita 1 Bocha;Postres;80;8;640;86;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;86;;VF;Consumidor Final;Normal;4/12/2020 21:34;3;4;Admin;EF;No;326;Tacita 2 Bochas;Postres;110;16;1760;86;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;87;;VF;Consumidor Final;Normal;4/12/2020 21:42;3;4;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;3;1050;87;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;87;;VF;Consumidor Final;Normal;4/12/2020 21:42;3;4;Admin;EF;No;20;B. Suizo Caja;Bon Bon;400;1;400;87;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;87;;VF;Consumidor Final;Normal;4/12/2020 21:42;3;4;Admin;EF;No;12;Grido Batido;Mini postres;130;2;260;87;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;87;;VF;Consumidor Final;Normal;4/12/2020 21:42;3;4;Admin;EF;No;1470;Torta Con Oreo;Postres;500;1;500;87;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;87;;VF;Consumidor Final;Normal;4/12/2020 21:42;3;4;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;2;320;87;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;88;;VF;Consumidor Final;Normal;4/12/2020 21:46;3;4;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;88;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;89;;VF;Consumidor Final;Normal;4/12/2020 21:51;3;4;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;89;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;89;;VF;Consumidor Final;Normal;4/12/2020 21:51;3;4;Admin;EF;No;89;Tent. Mascarpone;Tentación;280;1;280;89;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;89;;VF;Consumidor Final;Normal;4/12/2020 21:51;3;4;Admin;EF;No;93;Tent. Limon;Tentación;280;1;280;89;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;90;;VF;Consumidor Final;Normal;4/12/2020 21:52;3;4;Admin;EF;No;34;Casatta Caja;Comidas rápidas;330;1;330;90;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;90;;VF;Consumidor Final;Normal;4/12/2020 21:52;3;4;Admin;EF;No;293;B Vainilla Sp Caja;Bon Bon;350;1;350;90;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;91;;VF;Consumidor Final;Normal;4/12/2020 21:53;3;4;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;2;320;91;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;92;;VF;Consumidor Final;Normal;4/12/2020 21:57;3;4;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;92;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;93;;VL;Consumidor Final;Normal;4/12/2020 22:05;3;4;Admin;EF;No;75;Familiar Nro 3;Familiar;550;1;550;93;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;94;;VF;Consumidor Final;Normal;4/12/2020 22:15;3;4;Admin;EF;No;428;Tentación Toddy Ch;Tentación;280;1;280;94;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;94;;VF;Consumidor Final;Normal;4/12/2020 22:15;3;4;Admin;EF;No;36;Crocantino;Mini postres;380;1;380;94;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;95;;VF;Consumidor Final;Anulado;4/12/2020 22:24;3;4;Admin;XX;No;36;Crocantino;Mini postres;380;1;380;95;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;96;;VF;Consumidor Final;Normal;4/12/2020 22:29;3;4;Admin;EF;No;36;Crocantino;Mini postres;380;1;380;96;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;96;;VF;Consumidor Final;Normal;4/12/2020 22:29;3;4;Admin;EF;No;22;Pal.Bombon Caja;Palitos;550;3;1650;96;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;96;;VF;Consumidor Final;Normal;4/12/2020 22:29;3;4;Admin;EF;No;23;Pal.Bombon x 1;Palitos;50;8;400;96;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;96;;VF;Consumidor Final;Normal;4/12/2020 22:29;3;4;Admin;EF;No;12;Grido Batido;Mini postres;130;21;2730;96;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;96;;VF;Consumidor Final;Normal;4/12/2020 22:29;3;4;Admin;EF;No;3625;Grido Tops Aguila;Mini postres;15;4;60;96;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;96;;VF;Consumidor Final;Normal;4/12/2020 22:29;3;4;Admin;EF;No;326;Tacita 2 Bochas;Postres;110;4;440;96;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;97;;VF;Consumidor Final;Normal;4/12/2020 22:30;3;4;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;5;1750;97;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;97;;VF;Consumidor Final;Normal;4/12/2020 22:30;3;4;Admin;EF;No;29;Pal.Frutilla x 1;Palitos;30;27;810;97;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;97;;VF;Consumidor Final;Normal;4/12/2020 22:30;3;4;Admin;EF;No;50;1 Kilo;Helado por kilo;450;16;7200;97;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;98;;VF;Consumidor Final;Normal;4/12/2020 22:32;3;4;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;10;3500;98;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;98;;VF;Consumidor Final;Normal;4/12/2020 22:32;3;4;Admin;EF;No;3;Gigante 2b;Mini postres;110;47;5170;98;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;98;;VF;Consumidor Final;Normal;4/12/2020 22:32;3;4;Admin;EF;No;1470;Torta Con Oreo;Postres;500;2;1000;98;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;99;;VF;Consumidor Final;Normal;4/12/2020 22:35;3;4;Admin;EF;No;13;Capuccino Grido;Cafetería;150;4;600;99;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;99;;VF;Consumidor Final;Normal;4/12/2020 22:35;3;4;Admin;EF;No;18;B. Escoces Caja;Bon Bon;450;6;2700;99;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;99;;VF;Consumidor Final;Normal;4/12/2020 22:35;3;4;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;11;2860;99;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;99;;VF;Consumidor Final;Normal;4/12/2020 22:35;3;4;Admin;EF;No;325;Tacita 1 Bocha;Postres;80;18;1440;99;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;99;;VF;Consumidor Final;Normal;4/12/2020 22:35;3;4;Admin;EF;No;293;B Vainilla Sp Caja;Bon Bon;350;3;1050;99;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;100;;VF;Consumidor Final;Normal;4/12/2020 22:36;3;4;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;100;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;100;;VF;Consumidor Final;Normal;4/12/2020 22:36;3;4;Admin;EF;No;75;Familiar Nro 3;Familiar;550;17;9350;100;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;101;;VF;Consumidor Final;Normal;4/12/2020 22:37;3;4;Admin;EF;No;4;Gigante 3b;Mini postres;130;13;1690;101;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;102;;VF;Consumidor Final;Normal;4/12/2020 22:37;3;4;Admin;EF;No;19;B. Escoces x 1;Bon Bon;70;7;490;102;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;103;;VF;Consumidor Final;Normal;4/12/2020 22:42;3;4;Admin;EF;No;18;B. Escoces Caja;Bon Bon;450;5;2250;103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;103;;VF;Consumidor Final;Normal;4/12/2020 22:42;3;4;Admin;EF;No;17;B. Crocante x 1;Bon Bon;50;2;100;103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;103;;VF;Consumidor Final;Normal;4/12/2020 22:42;3;4;Admin;EF;No;445;Palito Pico Dulce;Palitos;30;3;90;103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;103;;VF;Consumidor Final;Normal;4/12/2020 22:42;3;4;Admin;EF;No;457;Ten Cad Choco Alme;Mini postres;330;5;1650;103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;103;;VF;Consumidor Final;Normal;4/12/2020 22:42;3;4;Admin;EF;No;76;Familiar Nro 4;Familiar;550;2;1100;103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;103;;VF;Consumidor Final;Normal;4/12/2020 22:42;3;4;Admin;EF;No;3626;Grido Tops Aguila;Mini postres;15;6;90;103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;103;;VF;Consumidor Final;Normal;4/12/2020 22:42;3;4;Admin;EF;No;33;Almendrado x 1;Almendrado;50;1;50;103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;103;;VF;Consumidor Final;Normal;4/12/2020 22:42;3;4;Admin;EF;No;35;Casatta x 1;Comidas rápidas;50;6;300;103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;103;;VF;Consumidor Final;Normal;4/12/2020 22:42;3;4;Admin;EF;No;47;Sundae Frutal;Postres;160;5;800;103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;103;;VF;Consumidor Final;Normal;4/12/2020 22:42;3;4;Admin;EF;No;32;Almendrado Caja;Almendrado;330;3;990;103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;103;;VF;Consumidor Final;Normal;4/12/2020 22:42;3;4;Admin;EF;No;326;Tacita 2 Bochas;Postres;110;3;330;103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;104;;VF;Consumidor Final;Normal;4/12/2020 22:53;3;4;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;104;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;104;;VF;Consumidor Final;Normal;4/12/2020 22:53;3;4;Admin;EF;No;74;Familiar Nro 2;Familiar;550;6;3300;104;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;1;105;;VF;Consumidor Final;Normal;4/12/2020 22:54;3;4;Admin;EF;No;3625;Grido Tops Aguila;Mini postres;15;1;15;105;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;0;;VF;Consumidor Final;Normal;24/12/2020 12:42;2;24;Admin;EF;No;29;Pal.Frutilla x 1;Palitos;30;1;30;0;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;1;;VF;Consumidor Final;Anulado;24/12/2020 12:44;2;24;Admin;XX;No;18;B. Escoces Caja;Bon Bon;450;1;450;1;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;2;;VF;Consumidor Final;Normal;24/12/2020 12:45;2;24;Admin;EF;No;18;B. Escoces Caja;Bon Bon;450;1;450;2;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;2;;VF;Consumidor Final;Normal;24/12/2020 12:45;2;24;Admin;EF;No;19;B. Escoces x 1;Bon Bon;70;1;70;2;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;3;;VF;Consumidor Final;Anulado;24/12/2020 12:47;2;24;Admin;EF;No;20;B. Suizo Caja;Bon Bon;400;1;400;3;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;3;;VF;Consumidor Final;Anulado;24/12/2020 12:47;2;24;Admin;EF;No;18;B. Escoces Caja;Bon Bon;450;1;450;3;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;4;;VF;Consumidor Final;Normal;24/12/2020 12:48;2;24;Admin;TD;No;18;B. Escoces Caja;Bon Bon;450;1;450;4;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;4;;VF;Consumidor Final;Normal;24/12/2020 12:48;2;24;Admin;TD;No;20;B. Suizo Caja;Bon Bon;400;1;400;4;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;5;;VF;Consumidor Final;Normal;24/12/2020 12:50;2;24;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;5;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;6;;VF;Consumidor Final;Normal;24/12/2020 12:54;2;24;Admin;EF;No;29;Pal.Frutilla x 1;Palitos;30;3;90;6;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;7;;VF;Consumidor Final;Normal;24/12/2020 12:55;2;24;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;7;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;8;;VF;Consumidor Final;Normal;24/12/2020 13:17;2;24;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;8;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;8;;VF;Consumidor Final;Normal;24/12/2020 13:17;2;24;Admin;EF;No;47;Sundae Frutal;Postres;160;1;160;8;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;9;0003-00000001;VF;Consumidor Final;Normal;24/12/2020 13:17;2;24;Admin;EF;No;75;Familiar Nro 3;Familiar;550;1;550;9;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;10;;VF;Consumidor Final;Normal;24/12/2020 13:20;2;24;Admin;EF;No;22;Pal.Bombon Caja;Palitos;550;2;1100;10;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;10;;VF;Consumidor Final;Normal;24/12/2020 13:20;2;24;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;2;700;10;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;11;;VF;Consumidor Final;Normal;24/12/2020 13:22;2;24;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;11;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;11;;VF;Consumidor Final;Normal;24/12/2020 13:22;2;24;Admin;EF;No;23;Pal.Bombon x 1;Palitos;50;2;100;11;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;11;;VF;Consumidor Final;Normal;24/12/2020 13:22;2;24;Admin;EF;No;31;Pal.Limon x 1;Palitos;30;2;60;11;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;12;;VF;Consumidor Final;Normal;24/12/2020 14:02;2;24;Admin;EF;No;75;Familiar Nro 3;Familiar;550;1;550;12;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;13;;VF;Consumidor Final;Normal;24/12/2020 14:04;2;24;Admin;EF;No;19;B. Escoces x 1;Bon Bon;70;1;70;13;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;13;;VF;Consumidor Final;Normal;24/12/2020 14:04;2;24;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;13;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;14;;VF;Consumidor Final;Normal;24/12/2020 14:08;2;24;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;1;350;14;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;14;;VF;Consumidor Final;Normal;24/12/2020 14:08;2;24;Admin;EF;No;31;Pal.Limon x 1;Palitos;30;1;30;14;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;14;;VF;Consumidor Final;Normal;24/12/2020 14:08;2;24;Admin;EF;No;199;Tent. D.De Leche;Tentación;280;2;560;14;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;15;;VF;Consumidor Final;Normal;24/12/2020 14:09;2;24;Admin;EF;No;93;Tent. Limon;Tentación;280;1;280;15;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;15;;VF;Consumidor Final;Normal;24/12/2020 14:09;2;24;Admin;EF;No;20;B. Suizo Caja;Bon Bon;400;1;400;15;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;15;;VF;Consumidor Final;Normal;24/12/2020 14:09;2;24;Admin;EF;No;22;Pal.Bombon Caja;Palitos;550;1;550;15;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;16;;VF;Consumidor Final;Normal;24/12/2020 14:16;2;24;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;3;1050;16;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;17;;VF;Consumidor Final;Normal;24/12/2020 14:18;2;24;Admin;EF;No;18;B. Escoces Caja;Bon Bon;450;1;450;17;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;17;;VF;Consumidor Final;Normal;24/12/2020 14:18;2;24;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;17;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;18;;VF;Consumidor Final;Normal;24/12/2020 14:21;2;24;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;18;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;18;;VF;Consumidor Final;Normal;24/12/2020 14:21;2;24;Admin;EF;No;22;Pal.Bombon Caja;Palitos;550;1;550;18;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;19;;VF;Consumidor Final;Normal;24/12/2020 14:21;2;24;Admin;EF;No;199;Tent. D.De Leche;Tentación;280;1;280;19;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;20;0003-00000002;VF;Consumidor Final;Normal;24/12/2020 14:24;2;24;Admin;TD;No;293;B Vainilla Sp Caja;Bon Bon;350;1;350;20;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;20;0003-00000002;VF;Consumidor Final;Normal;24/12/2020 14:24;2;24;Admin;TD;No;16;B. Crocante Caja;Bon Bon;350;1;350;20;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;21;;VF;Consumidor Final;Normal;24/12/2020 14:38;2;24;Admin;EF;No;23;Pal.Bombon x 1;Palitos;50;2;100;21;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;22;0003-00000003;VF;Consumidor Final;Normal;24/12/2020 14:47;2;24;Admin;TD;No;18;B. Escoces Caja;Bon Bon;450;1;450;22;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;22;0003-00000003;VF;Consumidor Final;Normal;24/12/2020 14:47;2;24;Admin;TD;No;34;Casatta Caja;Comidas rápidas;330;1;330;22;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;23;;VF;Consumidor Final;Normal;24/12/2020 14:51;2;24;Admin;EF;No;29;Pal.Frutilla x 1;Palitos;30;2;60;23;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;24;;VF;Consumidor Final;Normal;24/12/2020 14:54;2;24;Admin;EF;No;76;Familiar Nro 4;Familiar;550;1;550;24;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;25;;VF;Consumidor Final;Normal;24/12/2020 14:56;2;24;Admin;EF;No;12;Grido Batido;Mini postres;130;3;390;25;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;26;;VF;Consumidor Final;Normal;24/12/2020 15:08;2;24;Admin;EF;No;195;Cups Vasito x 5 Un;Cups;40;3;120;26;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;27;;VL;Consumidor Final;Anulado;24/12/2020 15:13;2;24;Admin;XX;No;198;Tent. Cr.Americana;Tentación;280;1;280;27;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;27;;VL;Consumidor Final;Anulado;24/12/2020 15:13;2;24;Admin;XX;No;90;Tent. Choc.C/Almen;Tentación;280;1;280;27;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;27;;VL;Consumidor Final;Anulado;24/12/2020 15:13;2;24;Admin;XX;No;29;Pal.Frutilla x 1;Palitos;30;6;180;27;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;27;;VL;Consumidor Final;Anulado;24/12/2020 15:13;2;24;Admin;XX;No;50;1 Kilo;Helado por kilo;450;1;450;27;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;28;;VF;Consumidor Final;Normal;24/12/2020 15:26;2;24;Admin;EF;No;30;Pal.Limon Caja;Palitos;350;1;350;28;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;28;;VF;Consumidor Final;Normal;24/12/2020 15:26;2;24;Admin;EF;No;18;B. Escoces Caja;Bon Bon;450;1;450;28;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;29;;VF;Consumidor Final;Normal;24/12/2020 15:30;2;24;Admin;EF;No;22;Pal.Bombon Caja;Palitos;550;1;550;29;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;30;0003-00000004;VF;Consumidor Final;Normal;24/12/2020 15:34;2;24;Admin;TD;No;29;Pal.Frutilla x 1;Palitos;30;1;30;30;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;30;0003-00000004;VF;Consumidor Final;Normal;24/12/2020 15:34;2;24;Admin;TD;No;3;Gigante 2b;Mini postres;110;2;220;30;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;31;;VF;Consumidor Final;Normal;24/12/2020 15:35;2;24;Admin;EF;No;74;Familiar Nro 2;Familiar;550;1;550;31;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;32;;VF;Consumidor Final;Normal;24/12/2020 15:36;2;24;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;2;320;32;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;33;;VF;Consumidor Final;Normal;24/12/2020 15:37;2;24;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;33;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;33;;VF;Consumidor Final;Normal;24/12/2020 15:37;2;24;Admin;EF;No;200;Tent. Chocolate;Tentación;280;1;280;33;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;33;;VF;Consumidor Final;Normal;24/12/2020 15:37;2;24;Admin;EF;No;23;Pal.Bombon x 1;Palitos;50;1;50;33;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;34;;VF;Consumidor Final;Normal;24/12/2020 15:41;2;24;Admin;EF;No;28;Pal.Frutilla Caja;Palitos;350;1;350;34;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;35;;VF;Consumidor Final;Normal;24/12/2020 15:42;2;24;Admin;EF;No;75;Familiar Nro 3;Familiar;550;1;550;35;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;36;;VF;Consumidor Final;Normal;24/12/2020 15:43;2;24;Admin;EF;No;293;B Vainilla Sp Caja;Bon Bon;350;1;350;36;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;1;2;36;;VF;Consumidor Final;Normal;24/12/2020 15:43;2;24;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;1;350;36;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
